451.47	0.047542675	7	0.2	0	0	1	0	0
11.4	0.001608588	7	0.2	0	0	0	0	0
0	0	7	0.2	0	0	0	0	0
44	0.220440882	26	0.530612245	1	0	0	0	1
57	0.037097299	26	0.530612245	7	0	0	0	0
51	0.036954112	26	0.530612245	4	0	0	0	0
659.69	0.226043544	37	0.902439024	0	0	2	0	0
595.06	0.115328187	37	0.902439024	0	0	0	0	0
329.45	0.046095168	37	0.902439024	1	0	0	0	0
0.000631588	62	0.775	13	0	1	0	0	1
0.000326255	62	0.775	17	0	0	0	0	1
0.000137236	62	0.775	8	0	12	0	0	1
0.528030271	70	0.864197531	15	0	6	0	0	1
0.316307846	70	0.864197531	7	0	0	0	0	3
2107.93	0.025500016	50	0.072150072	0	0	2	0	0
271	0.002735873	50	0.072150072	3	0	0	0	0
8.08	0.000141924	50	0.072150072	7	0	2	0	0
0.000813907	1462	0.598199673	0	0	0	1	0	1
0	1462	0.598199673	1	0	0	0	0	3
0	1462	0.598199673	8	0	0	0	4	1
1408.76	0.084441176	114	0.495652174	1	0	0	0	0
616.74	0.077124507	114	0.495652174	0	0	3	0	0
847.1	0.072374863	114	0.495652174	0	0	3	0	0
78.6	0.108817544	23	0.766666667	3	0	0	0	0
0	0	23	0.766666667	0	0	0	0	0
0	0	23	0.766666667	0	0	0	0	0
26.67	0.055151164	40	0.740740741	0	0	1	0	0
77.18	0.03623117	40	0.740740741	6	0	14	0	0
23.08	0.030198752	40	0.740740741	0	0	0	0	0
24164	0.40014758	420	0.211480363	4	0	0	0	0
12824	0.071201743	420	0.211480363	0	0	0	0	1
604	0.002798295	420	0.211480363	13	0	0	0	0
5826	0.015559996	25	0.694444444	0	0	0	0	0
27434	0.000600019	25	0.694444444	0	0	0	0	0
9350	0.00035862	25	0.694444444	3	0	0	0	0
0.04021808	722	0.876213592	0	0	0	0	0	3
0	722	0.876213592	5	0	0	0	0	3
0	722	0.876213592	1	0	0	0	0	3
0.545714286	126	0.74556213	0	0	0	0	2	3
0.110890696	126	0.74556213	0	0	0	0	0	3
0	0	7	0.583333333	0	0	0	0	0
10	0.095822154	12	0.8	0	0	1	0	0
1337.36	0.073825785	93	0.877358491	4	0	0	0	0
963.91	0.054503396	93	0.877358491	1	0	0	0	1
720.49	0.054454731	93	0.877358491	6	0	0	0	0
17403	0.519031761	219	0.540740741	0	0	0	0	1
17481	0.408260973	219	0.540740741	4	0	8	0	0
4997	0.135383108	219	0.540740741	0	0	7	0	0
0.184575435	98	0.365671642	0	0	0	0	0	3
0	98	0.365671642	1	0	0	0	0	3
0	98	0.365671642	0	0	0	0	1	3
0.114012085	49	0.924528302	0	0	0	0	0	3
0.042137583	49	0.924528302	0	0	0	0	0	3
0.040703219	49	0.924528302	6	0	0	0	2	1
0.226570546	262	0.698666667	1	0	0	0	0	3
0.159622458	262	0.698666667	1	0	0	0	0	3
0.12835872	262	0.698666667	4	0	0	0	0	3
281.13	0.481939897	1207	0.490251828	2	0	1	0	0
554.16	0.227497958	1207	0.490251828	9	0	2	0	0
105.9	0.189669377	1207	0.490251828	4	0	0	0	0
15325	0.001406205	110	0.846153846	0	1	0	0	0
15395	0.000775436	110	0.846153846	0	4	0	0	0
10323	0.000245032	110	0.846153846	0	0	0	0	0
207	0.604379562	30	0.625	0	6	0	0	2
368.9	0.591110114	30	0.625	0	24	0	0	0
0.112910481	103	0.474654378	0	0	0	0	0	3
0.085365854	103	0.474654378	0	0	0	0	0	3
0.068124607	103	0.474654378	0	0	3	0	0	3
1906	0.092930278	135	0.710526316	8	1	0	0	0
951	0.06828953	135	0.710526316	0	0	0	0	0
642	0.033038287	135	0.710526316	0	0	1	0	0
330	0.050481872	14	0.118644068	1	2	4	0	0
280	0.04316325	14	0.118644068	0	0	0	0	0
175	0.026778883	14	0.118644068	0	7	0	0	0
70.74	0.07772089	10	0.384615385	0	0	0	0	0
60	0.052309463	10	0.384615385	0	0	0	0	0
0	0	10	0.384615385	0	0	1	0	0
21221	0.000400991	18	0.219512195	11	0	0	0	0
3105	5.57E-05	18	0.219512195	1	0	3	0	12
0	31	0.688888889	1	0	0	0	0	3
0	31	0.688888889	2	0	25	0	0	3
0.080808881	110	0.873015873	4	0	0	0	0	3
0.04769355	110	0.873015873	5	0	0	0	2	1
0.043919154	110	0.873015873	4	0	0	0	0	3
768.61	0.153652242	791	0.514304291	3	0	0	0	0
