A+,1
A,2
B+,3
A+,1
A+,1
B+,3
A+,1
B,4
A,2
B+,3
B+,3
B+,3
B+,3
B+,3
B+,3
A,2
B+,3
B,4
A+,1
A,2
B,4
B+,3
B,4
A+,1
A,2
B,4
B+,3
B+,3
B,4
B+,3
A,2
B+,3
A,2
A+,1
B+,3
B+,3
B+,3
A,2
A,2
B+,3
B+,3
A+,1
A,2
A+,1
A,2
B+,3
B+,3
A+,1
B+,3
B,4
A+,1
A,2
B+,3
B+,3
B,4
A,2
B+,3
B,4
A,2
B+,3
A,2
B,4
B+,3
B+,3
B+,3
B+,3
B+,3
B,4
B+,3
A+,1
A,2
A,2
A,2
A,2
B,4
B+,3
B,4
B+,3
B+,3
B+,3
B+,3
B,4
A,2
B,4
A+,1
B+,3
B,4
A,2
A,2
A+,1
B+,3
A+,1
A,2
B+,3
