1.27	2.35	9886.17	1310.09	8181.16	6.28	9.00	58.78	0.35	85.15	0.04	-0.09	9886.17	8181.16	11196.26	296.25	109.63	-708.51	-0.15	-0.05	10.23	0.00	0.94	6.41	0.02	0.04	0.10	3.67	0.96	0.03	8.00	0.00	0.00	0.00	1.00	2.00
3.00	8.83	24210.65	4878.42	10682.83	5.04	10.00	-2046.72	1.72	158.13	0.68	0.14	24210.65	10682.83	29089.07	1435.79	1049.70	1508.69	-0.16	0.11	7.80	9.00	1.07	500.20	0.02	0.09	0.08	9.32	2.34	0.04	0.00	0.00	0.00	0.00	0.00	0.00
0.44	10.82	3727.00	1498.00	1711.00	0.48	10.00	-63.69	1.93	97.25	0.70	0.03	3727.00	1711.00	5225.00	321.00	49.00	54.00	-1.11	-0.13	9.37	9.30	0.67	382.00	0.19	0.07	0.09	0.47	0.19	0.21	0.00	0.00	0.00	0.00	0.00	1.00
1.26	3.06	20044.21	3931.55	5171.65	1.22	7.00	63.14	3.63	257.19	0.77	0.27	20044.21	5171.65	23975.76	2526.32	632.50	1413.87	-0.27	0.12	13.44	16.36	1.11	112.93	0.10	0.13	0.13	2.68	0.75	0.14	1.00	0.00	1.00	0.00	1.00	4.00
0.51	1.16	330061514.20	31731919.37	258154529.30	1.73	9.00	23.30	0.29	90.59	0.11	-0.07	330061514.20	258154529.30	361793433.50	1734863.08	306152.31	-18817254.11	1.33	0.11	2.16	0.00	0.00	219038.00	0.01	0.01	0.02	1.29	0.34	0.01	16.00	1.00	0.00	0.00	21.00	11.00
0.84	1.27	24184.43	6891.73	17287.40	0.00	6.00	2025411000.00	0.85	125.54	0.07	-0.09	24184.43	17287.40	31942.44	2118.55	0.00	-1602.70	0.17	0.29	14.46	10.71	0.78	0.00	0.10	0.08	0.14	0.00	0.00	249241000.00	1.00	0.00	0.00	1.00	3.00	1.00
0.88	5.60	5017.40	299.58	2027.34	0.96	12.00	87.16	1.62	184.47	0.49	0.31	5017.40	2027.34	5316.98	403.18	23.18	631.04	0.84	0.48	12.26	0.00	0.86	1495.45	0.09	0.08	0.12	2.25	0.54	0.11	1.00	0.00	1.00	0.00	2.00	3.00
0.43	12.75	97700.77	36651.83	64149.46	0.75	6.00	319.09	1.09	125.54	0.69	0.36	97700.77	64149.46	134352.60	10716.80	1869.12	23187.31	0.32	1.02	15.28	17.31	1.08	4617.16	0.26	0.09	0.15	1.46	0.19	0.43	0.00	0.00	1.00	0.00	0.00	5.00
1.41	8.56	639.10	3.71	809.58	-3.68	14.00	166.49	-0.21	18.79	0.03	0.09	639.10	809.58	642.81	39.78	-0.84	76.75	-1.34	0.01	-23.85	-36.49	1.21	0.00	0.04	0.06	-0.24	1.29	0.98	0.05	0.00	0.00	0.00	0.00	0.00	2.00
1.60	111.16	1732.00	76.00	997.00	0.85	11.00	-2779.03	0.81	101.71	0.80	-0.07	1732.00	997.00	1808.00	321.00	39.00	-73.00	1.39	0.64	39.58	39.58	1.05	71.00	0.12	0.20	0.40	0.87	0.34	0.15	1.00	0.00	1.00	0.00	2.00	0.00
1.44	2.57	2151.23	396.45	1085.30	1.53	13.00	171.77	1.35	198.22	0.41	0.00	2151.23	1085.30	2547.68	84.47	28.16	0.00	1.49	-0.07	5.78	5.95	0.00	0.00	0.03	0.04	0.06	163528000.00	0.64	0.04	2.00	0.00	0.00	0.00	2.00	0.00
0.23	1.03	143793.63	18634.39	16409.62	0.14	6.00	-11.82	8.67	827.42	5.95	0.02	143793.63	16409.62	162428.02	12519.05	1242.21	290.88	0.95	0.04	8.63	0.00	1.01	118.75	0.38	0.08	0.09	2.30	0.11	0.53	6.00	1.00	0.00	0.00	4.00	3.00
1.38	6.35	22022.29	4616.75	16324.19	1.42	9.00	-28045.15	0.63	134.88	0.26	0.22	22022.29	16324.19	26639.04	2213.39	137.06	3582.69	2.97	0.43	21.46	0.00	1.12	901.67	0.07	0.09	0.21	2213.25	0.30	0.08	249.00	0.00	2.00	0.00	93.00	0.00
1.38	4.27	4457.03	2072.42	2235.41	1.48	10.00	97.64	1.92	154.83	0.23	0.13	4457.03	2235.41	6529.45	959.89	179.82	280.05	0.41	0.48	22.35	23.48	1.02	236.78	0.16	0.17	0.22	3.30	0.50	0.22	7.00	0.00	1.00	0.00	1.00	5.00
1.27	1.78	3123.27	93.30	1834.28	2.14	9.00	4947.65	0.75	157.16	0.25	0.01	3123.27	1834.28	3216.57	335.84	55.36	26.32	9.52	1.61	24.30	0.00	0.77	67.53	0.08	0.12	0.24	11.44	0.86	0.11	0.00	0.00	0.00	0.00	0.00	0.00
1.46	19.11	1274.37	107.10	827.00	2.97	11.00	145.24	0.67	144.95	0.95	0.57	1274.37	827.00	1381.47	20.34	3.95	469.92	-1.60	0.06	3.67	2.79	1.21	52.02	0.01	0.02	0.04	17.60	0.96	0.01	0.00	0.00	1.00	0.00	0.00	0.00
0.42	40.31	397.03	208.76	2154.63	-0.02	15.00	664.29	-0.73	18.43	0.00	-0.01	397.03	2154.63	605.79	-237.67	-1.95	-24.92	-0.26	0.96	14.59	14.71	1.04	4.92	-1.43	-0.40	0.15	3008000.00	0.05	-0.60	2.00	0.00	0.00	0.00	2.00	63.00
0.71	2.05	9780.28	596.65	3873.70	0.47	9.00	-42.76	1.68	231.01	0.46	-0.26	9780.28	3873.70	10376.93	105.57	-40.71	-996.51	-0.68	0.28	1.62	0.00	0.76	93.93	0.02	0.01	0.02	3.37	0.27	0.01	5.00	0.00	0.00	0.00	6.00	8.00
1.38	3.91	21165.86	3163.97	9262.90	2.17	9.00	2644.58	1.63	138.00	0.26	-0.11	21165.86	9262.90	24329.83	1745.39	313.08	-1011.09	0.84	0.31	11.58	0.00	0.96	37.35	0.06	0.08	0.12	3.08	1.06	0.08	1.00	0.00	1.00	0.00	2.00	0.00
1.54	2.31	771.02	231.14	291.90	0.88	12.00	139.02	2.43	247.34	0.22	0.00	771.02	291.90	1002.16	166.01	41.50	0.00	-0.33	0.06	23.37	0.00	0.00	0.00	0.14	0.21	0.23	8.57	0.42	0.21	0.00	0.00	0.00	0.00	3.00	0.00
0.33	0.76	2324.86	75.17	784.29	0.24	12.00	4556.56	2.06	291.28	0.49	-0.06	2324.86	784.29	2400.03	115.23	8.33	-46.28	0.36	0.14	7.13	0.00	0.05	0.00	0.15	0.05	0.07	9.07	0.15	0.17	0.00	0.00	0.00	0.00	0.00	3.00
0.73	3.43	28946.73	6594.52	18956.34	1.33	9.00	30.18	0.87	140.85	0.26	-0.37	28946.73	18956.34	35541.25	2318.31	237.73	-7001.94	-3.56	0.38	14.14	0.00	0.90	7.28	0.11	0.07	0.14	5.92	0.37	0.13	1.00	0.00	0.00	0.00	1.00	0.00
0.84	2.47	5115.50	1434.70	5317.52	-16.83	10.00	39.52	0.23	46.50	0.05	-0.06	5115.50	5317.52	6550.20	33.74	8.31	-313.22	-0.09	0.03	2.74	5.40	0.80	3.72	0.01	0.01	0.03	1.29	0.52	0.01	0.00	0.00	0.00	0.00	0.00	1.00
1.79	6.81	2087.79	2009.29	1619.10	4.16	14.00	3162.59	1.53	116.13	0.16	0.02	2087.79	1619.10	4097.08	-351.19	0.00	32.62	-0.18	0.43	-14.17	0.00	1.00	978.07	-0.09	-0.09	-0.14	9.39	0.48	-0.09	0.00	0.00	0.00	0.00	0.00	4.00
1.21	4.19	24828.67	387.19	13527.11	1.75	7.00	983.19	0.86	130.96	0.70	0.05	24828.67	13527.11	25215.86	3041.60	497.08	641.64	0.23	0.62	26.02	25.82	1.13	13.81	0.10	0.14	0.26	2.78	0.79	0.13	0.00	0.00	0.00	0.00	0.00	0.00
1.21	96.08	10851.15	6772.57	4612.22	0.38	9.00	-55.17	2.74	231.71	2.16	1.51	10851.15	4612.22	17623.72	5425.10	736.92	6977.99	0.31	0.55	42.00	42.46	1.19	45.20	0.41	0.35	0.42	14.32	0.13	0.83	4.00	0.00	0.00	0.00	2.00	0.00
2.94	13.52	3900.59	4418.42	3015.73	7.61	8.00	41.08	1.76	57.45	0.12	-0.01	3900.59	3015.73	8319.01	1239.96	0.00	-20.62	0.17	0.20	23.38	0.00	1.15	264.84	0.11	0.15	0.23	3.11	0.81	0.12	0.00	0.00	1.00	6.00	6.00	0.00
2.66	12.83	786.59	2582.25	361.69	2.87	14.00	-20896.69	8.31	191.94	0.46	0.21	786.59	361.69	3368.84	516.98	0.00	75.74	-4.84	0.10	17.19	17.19	0.79	0.00	0.25	0.15	0.17	13.20	0.36	0.33	0.00	0.00	0.00	0.00	0.00	0.00
0.47	21.24	1508.82	84.50	465.42	0.00	11.00	91.64	2.42	323.48	0.54	-1.21	1508.82	465.42	1593.32	0.44	0.00	-564.27	-0.98	0.43	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.85	63.71	102.10	100.83	200.51	-0.30	12.00	24.88	0.01	49.79	0.04	0.00	102.10	200.51	202.93	21.96	0.00	0.00	-1.28	-0.69	900.00	0.00	0.00	0.00	0.12	0.11	9.07	13.22	0.15	0.13	1.00	0.00	0.00	0.00	2.00	0.00
3.51	13.04	3441.97	113.58	1676.88	4.99	10.00	-9733.40	1.12	116.93	0.18	0.00	3441.97	1676.88	3555.55	1328.11	0.58	0.00	0.05	1.25	70.69	0.00	0.00	0.00	0.11	0.37	0.71	5.95	2.48	0.12	0.00	0.00	1.00	0.00	1.00	0.00
