0.28940415	0.477153726	0.329782104	0.494441304	0.60711624	0.40907693	1	1	1	1	1	1	0.835110425	0.013605442	0	0	0.999999996
0.131312348	0.357419265	0.486022422	0.445293116	0.620856623	0.382474223	1	1	1	1	1	0.957446809	0.560294478	0.027210884	0	0	0.999999996
0.148414985	0.511945327	0.342442587	0.516552063	0.559541992	0.300286072	0.977272727	1	1	1	1	1	0.901066252	0.156462585	0	0	0.999999996
0.089960156	0.53412539	0.352032235	0.636048091	0.625342233	0.386723793	1	1	1	1	1	1	0.550291183	0.003401361	0.115384615	0	0.75
0.288145666	0.394730275	0.857487131	0.543825618	0.583214342	0.277062645	1	1	1	1	1	1	0.368991749	0	0.012820513	0	0.75
0.293402921	0.59145459	0.427421312	0.518657251	0.566515048	0.460583183	0.977272727	1	1	1	1	0.936170213	0.615257668	0	0.200854701	0	0.75
0.581573382	0.28307275	0.487653391	0.549452494	0.552352145	0.408320776	0.977272727	1	1	1	0.965517241	0.829787234	0.363647758	0	0.243589744	0	0.75
0.199376887	0.389517197	0.376718468	0.607280505	0.690628468	0.784845581	1	1	1	1	1	1	0.505331289	0.013605442	0	0	0.999999996
0.334420064	0.472570701	0.457246703	0.460743681	0.638933684	0.910954781	1	1	1	1	0.965517241	0.978723404	0.999999998	0.037414966	0	0	1
0.134672296	0.718062342	0.484149821	0.437560508	0.596759969	0.514274461	0.75	1	1	1	0.689655172	0.659574468	0.999999993	0.139455782	0.034188034	0	0.75
0.274157278	0.310802825	0.360737709	0.475145839	0.571384953	0.418682948	0.977272727	1	1	1	0.965517241	0.978723404	0.663431451	0	0.05982906	0	0.75
0.310052544	0.712766234	0.330152341	0.421049207	0.571793269	0.352845449	0.5	1	1	1	1	0.021276596	0.999999998	0.646258503	0.123931624	0.2	0.999999996
0.19841461	0.332726195	0.344678805	0.443170271	0.582978829	0.13546934	1	0.5	1	1	1	1	0.890073614	0.006802721	0.025641026	0	0.999999996
0.034982452	0.800585917	0.667989448	0.440689288	0.611612666	0.429901159	0.863636364	1	1	1	0.965517241	0.425531915	0.999999998	0.319727891	0.188034188	0	0.999999996
0.184240313	0.448351341	0.430607493	0.444992591	0.618892957	0.470193474	1	1	0.833333333	1	1	1	0.999999993	0.003401361	0.123931624	0	0.75
0.080670452	0.516153688	0.352889564	0.413178991	0.584981337	0.327511257	0.977272727	1	1	1	1	0.893617021	0.999999993	0.142857143	0.05982906	0	0.75
0.083555132	0.668262252	0.318301853	0.40086649	0.645162375	0.371537594	1	1	1	1	1	1	0.285478531	0.017006803	0.068376068	0	0.999999996
0.017039653	0.684968195	0.390743117	0.910207254	0.572235169	0.299342787	0.954545455	1	1	1	1	0.957446809	0.603165766	0.013605442	0.017094017	0	0.999999996
0.220252664	0.503535367	0.59894423	0.452965904	0.490559337	0.311009254	1	1	1	1	0.931034483	1	0.999890075	0	0.055555556	0	0.999999996
0.19841461	0.453693332	0.325397642	0.433902551	0.583019802	0.132677736	1	0.5	1	1	0.965517241	1	0.692206132	0	0.012820513	0	0.999999996
0.010801531	0.556549355	0.340712302	0.452685038	0.429107221	0.164177652	1	1	1	1	1	1	0.406397548	0.057823129	0.115384615	0	0.900000001
0.065103961	0.608015849	0.837482559	0.432929851	0.588224383	0.351578318	1	1	1	1	1	1	0.999999998	0	0	0	0.999999996
0.097684392	0.487960468	0.293067864	0.464640254	0.582532968	0.295341569	1	1	1	1	0.862068966	0.978723404	0.679014967	0	0.025641026	0	0.999999996
0.074018179	0.595056753	0.310811506	0.444590374	0.561031467	0.331642629	0.568181818	1	1	1	1	0.595744681	0.483346013	0.040816327	0.017094017	0	0.999999996
0.129849445	0.378226565	0.32897117	0.420861971	0.544104874	0.300553321	0.977272727	1	1	1	0.965517241	1	0.58755622	0.051020408	0.247863248	0	1
0.08778888	0.999999991	0.599765243	0.450628577	0.559212911	0.289050279	1	1	1	1	0.965517241	0.680851064	0.18046075	0.119047619	0.367521368	0	0.75
0.19841461	0.400639853	0.239037838	0.550809356	0.688215179	0.120026356	1	1	1	1	1	1	0.652898774	0.030612245	0	0	0.999999996
0.077664782	0.581658019	0.617686895	0.433592521	0.587976669	0.321527238	0.227272727	1	1	1	1	0.361702128	0.999999993	0.700680272	0.055555556	0	0.75
0.14510951	0.381970463	0.39451662	0.37815645	0.700781174	0.550840154	0.954545455	1	1	1	0.931034483	0.978723404	0.247947351	0.040816327	0.064102564	0	0.75
0.088019667	0.494540021	0.286249267	0.432692726	0.554759293	0.30866638	0.977272727	1	1	1	1	1	0.340443681	0.146258503	0.025641026	0	0.75
